links
http://www.flipkart.com/nokia-purebook-x14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-nki510ul85s-thin-light-laptop/p/itmdc10c8866a3a4?pid=COMFUJ4NXDKZ4VFN&lid=LSTCOMFUJ4NXDKZ4VFNROFWVT&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=en_qPRkIbQh5B0mhcVBM6WVDE8sQu7KoAm4YyMIxb4RPLoywpzBVQaMP1AvMI4vJpcZojX1vu6TTLYiKc2ScujkWg%3D%3D&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/hp-15s-celeron-dual-core-4-gb-1-tb-hdd-windows-10-home-15s-du1044tu-thin-light-laptop/p/itm84a33f9a78403?pid=COMFTPHUHGGK9YKZ&lid=LSTCOMFTPHUHGGK9YKZ3UEZPX&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFTPHUHGGK9YKZ.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/asus-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek267t-thin-light-laptop/p/itm418a1ba09b88f?pid=COMFTWZD9Z8VVABB&lid=LSTCOMFTWZD9Z8VVABBA4VHKD&marketplace=FLIPKART&srno=b_1_3&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFTWZD9Z8VVABB.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/hp-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-14-ck2018tu-thin-light-laptop/p/itm0b2aab6f42997?pid=COMFVD2WVZWBNKZA&lid=LSTCOMFVD2WVZWBNKZAP4TG2S&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFVD2WVZWBNKZA.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/hp-15-ryzen-3-dual-core-3200u-4-gb-1-tb-hdd-windows-10-home-15-db-1059au-laptop/p/itmad2080fe450c4?pid=COMFSKF9QBHQCVEW&lid=LSTCOMFSKF9QBHQCVEW23WF6S&marketplace=FLIPKART&srno=b_1_5&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFSKF9QBHQCVEW.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-15arh05-laptop/p/itm8cc53c2585ee9?pid=COMFUGF8HUXGJK5B&lid=LSTCOMFUGF8HUXGJK5B42DYUS&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFUGF8HUXGJK5B.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/asus-tuf-gaming-a17-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-fa706ih-au016t-laptop/p/itm6c51cc353a7ad?pid=COMFRZFDF8GWTPCH&lid=LSTCOMFRZFDF8GWTPCHFH9PC5&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFRZFDF8GWTPCH.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/acer-aspire-7-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-a715-75g-51h8-gaming-laptop/p/itmb6b0ba7ba7c49?pid=COMFR6AAYHTCDHTG&lid=LSTCOMFR6AAYHTCDHTGRBZYBI&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFR6AAYHTCDHTG.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/lenovo-ideapad-s340-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-81vv-14iil-u-thin-light-laptop/p/itm95347f941121d?pid=COMFNXKSZGKCJHFY&lid=LSTCOMFNXKSZGKCJHFYEEFCZX&marketplace=FLIPKART&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=b_1_9&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFNXKSZGKCJHFY.SEARCH&ssid=097tu9hlds0000001612273458785
http://www.flipkart.com/hp-15s-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-home-15s-du3038tu-thin-light-laptop/p/itm3fdea49f069a0?pid=COMFZ4TUFA33AC7Y&lid=LSTCOMFZ4TUFA33AC7YCDENDN&marketplace=FLIPKART&srno=b_1_10&otracker=browse&fm=organic&iid=a3d690a0-2bad-4389-adee-c60c7cb5c07e.COMFZ4TUFA33AC7Y.SEARCH&ssid=097tu9hlds0000001612273458785
